"RegionName","StateName","Metro","StateCodeFIPS","MunicipalCodeFIPS","avg_2019","avg_2022","price_changes"
"Yalobusha County","MS",NA,"28","161",105771.306382055,136593.423440104,0.29140338823761
"Bleckley County","GA",NA,"13","023",98092.8416448614,141932.365822246,0.446918688889686
"Allen County","KS",NA,"20","001",57480.057474265,85715.7802952516,0.49122641941735
"Newton County","TX",NA,"48","351",118242.663813118,145670.024610336,0.231958245126873
"Chippewa County","MN",NA,"27","023",128979.524375514,189647.815685748,0.470371491940096
"Camp County","TX","Mount Pleasant, TX","48","063",131345.008220351,192610.90485887,0.466450133649059
"Pulaski County","IN",NA,"18","131",104903.540283502,148617.161148855,0.416703008756592
"Monroe County","WV",NA,"54","063",107104.52720264,145182.528330885,0.355521863760263
"Lewis County","TN",NA,"47","101",124026.577895102,205480.763982898,0.656747831555002
"Sumter County","AL",NA,"01","119",79014.6472811363,112629.959794452,0.425431406327892
"Charlton County","GA",NA,"13","049",98098.6456776216,160498.079878503,0.636088640876273
"Butler County","KY","Bowling Green, KY","21","031",118245.633774587,161963.769143605,0.369723041548898
"Colfax County","NM",NA,"35","007",157622.778290739,226531.400575194,0.437174265240723
"Poquoson City","VA","Virginia Beach-Norfolk-Newport News, VA-NC","51","735",313957.688155762,389624.277890894,0.241008876640705
"Dawson County","TX","Lamesa, TX","48","115",85741.0749911632,104494.813908973,0.218725259973037
"Stone County","AR",NA,"05","137",124037.244650655,170152.016365789,0.371781651914423
"Menard County","IL","Springfield, IL","17","129",141876.859401066,176329.430738315,0.242834324657949
"Grundy County","IA","Waterloo-Cedar Falls, IA","19","075",143187.716492458,177731.323049489,0.241246996622436
"Macon County","GA",NA,"13","193",58421.3029876791,87206.356639351,0.492715023109679
"Appanoose County","IA",NA,"19","007",83224.4303334176,98136.0756353023,0.179173894518051
"Towns County","GA",NA,"13","281",221866.481307654,352940.504644437,0.590778843943657
"Sanders County","MT",NA,"30","089",228161.160981275,418221.809701507,0.833010525993201
"Pamlico County","NC","New Bern, NC","37","137",166710.75877776,238698.138956356,0.43181004457283
"Lake County","MI",NA,"26","085",117896.468196428,133412.005377623,0.131603070206851
"Franklin County","FL",NA,"12","037",279627.73107175,432112.339085241,0.545312896646738
"Northampton County","VA",NA,"51","131",157952.062429346,236861.773015654,0.499580121795528
"Pike County","IN","Jasper, IN","18","125",104023.940032189,145427.691690215,0.398021375129747
"Todd County","KY",NA,"21","219",99680.7815429854,154098.298761133,0.5459178426955
"Union County","IA",NA,"19","175",98171.6200311735,127923.138077522,0.303056199305878
"Greene County","IL",NA,"17","061",87581.1092029225,84109.6358571573,-0.0396372388675947
"Glades County","FL",NA,"12","043",134179.490422694,213807.32666372,0.59344267883401
"Edmonson County","KY","Bowling Green, KY","21","061",99848.9466466235,145880.004128714,0.461006941264985
"Morgan County","UT","Ogden-Clearfield, UT","49","029",413125.775790088,641895.136453851,0.553752329363253
"Crawford County","GA","Macon-Bibb County, GA","13","079",111956.957315472,156384.662101059,0.39682844059792
"Blackford County","IN",NA,"18","009",78777.7532395689,109543.635255122,0.390540231859514
"Koochiching County","MN",NA,"27","071",105260.507686248,134093.093136989,0.273916458171407
"Summers County","WV",NA,"54","089",87710.9428589589,122494.05313859,0.396565230584323
"Little River County","AR","Texarkana, TX-AR","05","081",97064.0202440279,124131.601027438,0.278863174174733
"Fulton County","AR",NA,"05","049",112391.672432894,162904.960612757,0.449439776866231
"Jefferson County","MT","Helena, MT","30","043",290146.824833038,460281.405174288,0.586374089873815
"Lawrence County","MS",NA,"28","077",104711.484446401,130570.472247189,0.246954648169699
"Chickasaw County","IA",NA,"19","037",131097.11014896,174035.145944924,0.327528469141511
"Rains County","TX",NA,"48","379",190844.219153269,286830.85117595,0.502958027487297
"Morris County","TX",NA,"48","343",99394.0866275957,146965.572095957,0.478614846038075
"Lunenburg County","VA",NA,"51","111",85777.5825781171,112419.509242433,0.310593116098293
"Skamania County","WA","Portland-Vancouver-Hillsboro, OR-WA","53","059",348301.990373214,513155.68077141,0.473306771005102
"Custer County","MT",NA,"30","017",164078.654224324,246324.705657052,0.501259909898355
"Boundary County","ID",NA,"16","021",249671.925980656,480517.190722114,0.92459440057087
"Prowers County","CO",NA,"08","099",98002.1303495674,146091.064034744,0.490692738144026
"Northumberland County","VA",NA,"51","133",253338.355702764,344627.392750764,0.360344318154125
"Morrow County","OR","Hermiston-Pendleton, OR","41","049",174855.845320161,273259.161282884,0.562768237930775
"Linn County","MO",NA,"29","115",77660.9763968307,109597.73251619,0.411232997589027
"Washington County","KY",NA,"21","229",124011.464407062,184817.896762463,0.49032912115131
"Lyon County","IA",NA,"19","119",158399.45498548,202054.676456413,0.275602093927246
"Terry County","TX",NA,"48","445",103882.123888313,115858.962110274,0.115292581376544
"Marion County","KS",NA,"20","115",76235.9018332708,113964.457832284,0.494892237013554
"Magoffin County","KY",NA,"21","153",71207.5006126489,100439.50161728,0.410518565504014
"Owyhee County","ID","Boise City, ID","16","073",219142.70913222,423580.687614139,0.932898836979202
"Douglas County","MO",NA,"29","067",117211.155766944,184920.83766373,0.577672675043116
"Marshall County","IL","Peoria, IL","17","123",82067.0354805041,100506.498367497,0.224687815016464
"Conecuh County","AL",NA,"01","035",85822.7128900458,109914.872752683,0.280720092051897
"Shelby County","IA",NA,"19","165",131008.419181149,173454.914240052,0.323998223352434
"Barton County","MO",NA,"29","011",124183.953007151,167181.917673542,0.346244129174364
"Haskell County","OK",NA,"40","061",84987.2761574002,134770.718587194,0.585775244021145
"Red River County","TX",NA,"48","387",95493.2503624363,137974.491896797,0.444861195666995
"Big Horn County","WY",NA,"56","003",166569.488387949,240824.727469099,0.445791361910206
"Juab County","UT","Provo-Orem, UT","49","023",274456.04849422,419720.422018361,0.529281006270847
"DeKalb County","MO","St. Joseph, MO-KS","29","063",151130.459823976,214007.889356236,0.416047364677477
"Ramsey County","ND",NA,"38","071",174510.078429702,205646.533564926,0.178422102696875
"Jackson County","TN","Cookeville, TN","47","087",131798.848252373,202011.969163398,0.532729396668007
"Perry County","MS","Hattiesburg, MS","28","111",109507.007701015,138178.506086337,0.261823411919017
"Cherokee County","IA",NA,"19","035",115176.572423466,141733.752304945,0.230577966705208
"Charlotte County","VA",NA,"51","037",109471.794660216,145265.665325497,0.326968885240069
"Iron County","MI",NA,"26","071",77316.573925773,103867.299981835,0.343402775212873
"Dooly County","GA",NA,"13","093",80256.454997964,111752.68086442,0.392444768053294
"Desha County","AR",NA,"05","041",65830.078512538,81545.6516913559,0.238729370128651
"Sierra County","NM",NA,"35","051",107689.651056051,150966.271815184,0.401864249115345
"Teton County","ID","Jackson, WY-ID","16","081",438455.780301402,778659.032457298,0.775912343821843
"Cottonwood County","MN",NA,"27","033",99142.5573121321,135829.675307179,0.370044095993449
"Rio Grande County","CO",NA,"08","105",178581.907432023,254124.482220292,0.42301359569151
"Valley County","ID",NA,"16","085",338099.831858103,701861.83509682,1.075901165758
"Greensville County","VA",NA,"51","081",93876.3289624116,132906.096277645,0.415757281378797
"Fergus County","MT",NA,"30","027",158855.468577684,247379.155931898,0.557259300840026
"Trousdale County","TN","Nashville-Davidson--Murfreesboro--Franklin, TN","47","169",195328.411327337,304381.877215044,0.55830826220642
"Decatur County","TN",NA,"47","039",97351.6554590875,146606.4992658,0.505947675716841
"Okfuskee County","OK",NA,"40","107",65689.6396203185,103558.324065823,0.576478797332161
"Heard County","GA","Atlanta-Sandy Springs-Alpharetta, GA","13","149",137307.30313885,208880.163590896,0.521260405061405
"Wabash County","IL",NA,"17","185",90771.0841728596,114053.113345908,0.256491694301138
"Martin County","KY",NA,"21","159",68726.7435201692,100093.277366631,0.456394879778598
"Montgomery County","MO",NA,"29","139",137457.389711093,187698.531455229,0.365503388720922
"Live Oak County","TX",NA,"48","297",150836.021383752,178961.755054287,0.186465629446554
"Ward County","TX",NA,"48","475",170552.920000868,207190.643965735,0.21481733625364
"Richland County","MT",NA,"30","083",253334.343624256,356884.768432352,0.408750046782767
"Jefferson Davis County","MS",NA,"28","065",90096.9794131202,114883.084597293,0.275104729876917
"Lake County","SD",NA,"46","079",168081.071868919,238280.52640215,0.417652349266178
"Blanco County","TX",NA,"48","031",334163.936593318,555349.019507038,0.661905905133337
"Wayne County","MO",NA,"29","223",92104.6729887696,123035.956876613,0.335827519756953
"McIntosh County","GA","Brunswick, GA","13","191",138501.123378313,192665.258324543,0.3910736146037
"Monroe County","KY",NA,"21","171",66548.4482397841,105822.296031671,0.590154223436996
"Watonwan County","MN",NA,"27","165",100854.483232976,137942.085631935,0.367733800323837
"Pope County","MN",NA,"27","121",209895.677475149,288130.922472603,0.372733950210654
"Washington County","NC",NA,"37","187",80131.0873315637,106317.226736804,0.326791265128957
"Bacon County","GA",NA,"13","005",85226.4206985994,122426.77954133,0.436488574057201
"Owen County","KY",NA,"21","187",103007.601184201,129559.407010203,0.257765500028689
"Green County","KY","Campbellsville, KY","21","087",87604.5493936019,130290.99928728,0.487262935420062
"Grant County","WV",NA,"54","023",117340.224421423,154636.288639403,0.317845516334039
"Ripley County","MO","Poplar Bluff, MO","29","181",137867.667302173,157123.643022915,0.139669990053124
"Noble County","OK",NA,"40","103",86183.3452405102,119754.128511776,0.389527502994694
"Washita County","OK",NA,"40","149",57929.5947023118,81641.3186713519,0.409319693860965
"Clay County","NC",NA,"37","043",187469.101714891,293054.312784355,0.563213938209622
"Sussex County","VA","Richmond, VA","51","183",107522.886469744,139502.091387307,0.297417656533636
"Lancaster County","VA",NA,"51","103",253998.784683053,343049.084233076,0.350593408000527
"Alleghany County","NC",NA,"37","005",161906.281465409,238703.301095469,0.474330081173956
"Pushmataha County","OK",NA,"40","127",75789.8324301326,121450.931997015,0.602469989744016
"Louisa County","IA",NA,"19","115",113932.506897763,142141.008444923,0.247589580140397
"Candler County","GA",NA,"13","043",79663.4141149005,116179.788072105,0.458383241076462
"Roosevelt County","MT",NA,"30","085",175411.470681046,273002.536897719,0.556355099457118
"Barnes County","ND",NA,"38","003",139072.920394463,161919.607398202,0.164278473040883
"North Slope Borough","AK",NA,"02","185",218599.639237488,236393.873578161,0.0814010233628079
"Hancock County","IA",NA,"19","081",111109.370732515,157353.496337105,0.416203649608629
"Lake County","MN","Duluth, MN-WI","27","075",165812.262938948,235950.862532528,0.42300007460489
"Box Butte County","NE",NA,"31","013",108986.289062951,151311.851578186,0.388356763764915
"Mackinac County","MI",NA,"26","097",127527.299255139,174592.0964304,0.369056644735341
"Early County","GA",NA,"13","099",81694.3124470418,111881.036149115,0.369508265604682
"Carroll County","KY",NA,"21","041",99766.4789972479,147308.402722991,0.476532039654866
"Lincoln County","WA",NA,"53","043",181513.085504702,305030.231322078,0.680486178029164
"Evans County","GA",NA,"13","109",91935.0047678985,133406.105242139,0.451091513824791
"Bollinger County","MO","Cape Girardeau, MO-IL","29","017",148692.279015655,191936.100127359,0.290827616591656
"Winnebago County","IA",NA,"19","189",114011.712443451,141096.684483494,0.237563066632095
"Red Willow County","NE",NA,"31","145",118067.314464215,156457.484288013,0.325154933844403
"Wilcox County","AL",NA,"01","131",113224.071931838,142720.050836179,0.260509787371871
"Middlesex County","VA",NA,"51","119",252824.284737765,339243.06480203,0.341813604471976
"Walsh County","ND",NA,"38","099",100575.603013818,116589.664952626,0.159224120551461
"Custer County","NE",NA,"31","041",130457.416965251,166372.06022073,0.275297825841863
"Leslie County","KY",NA,"21","131",44881.0269140351,72686.287912931,0.619532637970917
"Essex County","VA",NA,"51","057",176015.184814022,248917.22772033,0.414180418486828
"Colfax County","NE",NA,"31","037",124730.374120131,169332.120056658,0.35758528146135
"Guthrie County","IA","Des Moines-West Des Moines, IA","19","077",175968.690485481,225101.96053163,0.279215978198141
"Bradley County","AR",NA,"05","011",70395.4288714964,87985.3696481817,0.24987333778156
"Gates County","NC","Virginia Beach-Norfolk-Newport News, VA-NC","37","073",134193.537638873,193033.285397237,0.438469309280062
"Cumberland County","IL","Charleston-Mattoon, IL","17","035",95309.8608794536,121774.132021953,0.277665615061294
"Mitchell County","IA",NA,"19","131",130111.88600865,172145.708815497,0.323059053990291
"Crawford County","IN",NA,"18","025",95131.561992227,139191.530111837,0.463147741894646
"Carbon County","MT","Billings, MT","30","009",276414.845872985,424490.224013218,0.535699801769239
"Johnston County","OK",NA,"40","069",82612.2678103093,117740.453058342,0.425217539466325
"Coosa County","AL","Alexander City, AL","01","037",129658.59587895,176003.654216018,0.357439150276901
"Washington County","ID",NA,"16","087",167051.911897731,329552.742379879,0.972756484113945
"Franklin County","TX",NA,"48","159",183378.211807593,284722.397906827,0.552651185221326
"Noxubee County","MS",NA,"28","103",88944.8922029902,115296.598005516,0.296270029114051
"Chicot County","AR",NA,"05","017",92506.1805942373,82388.5240721609,-0.109372762523358
"Bullock County","AL",NA,"01","011",86897.7934535267,116872.252067714,0.344939237498792
"Camden County","NC","Virginia Beach-Norfolk-Newport News, VA-NC","37","029",249090.480293044,324351.736731329,0.3021442503533
"Lowndes County","AL","Montgomery, AL","01","085",112034.782457266,130833.232920715,0.16779119886826
"Montgomery County","IA",NA,"19","137",89824.2048687984,116213.395037261,0.293787072281997
"Ralls County","MO","Hannibal, MO","29","173",139780.674371175,197889.385968964,0.415713487284277
"Metcalfe County","KY","Glasgow, KY","21","169",87459.0672376232,136607.760756951,0.561962242128563
"Roberts County","SD",NA,"46","109",161228.566888791,226313.70946429,0.403682448039071
"Clay County","TX","Wichita Falls, TX","48","077",131409.169451091,179696.903341942,0.367460916864128
"Pike County","AR",NA,"05","109",108863.757726707,154889.462471966,0.422782620280313
"Nemaha County","KS",NA,"20","131",124041.203170029,178439.182654049,0.438547660727341
"Holt County","NE",NA,"31","089",114875.236143149,147802.993613056,0.286639301693136
"Butte County","SD",NA,"46","019",206219.823805319,291760.501722812,0.414803370204831
"Howard County","MO","Columbia, MO","29","089",123830.387965901,179129.319277802,0.446569959282763
"Alcona County","MI",NA,"26","001",145497.618461129,156367.251494399,0.0747066044670302
"Love County","OK","Ardmore, OK","40","085",119375.183094985,166885.500966835,0.397991581165129
"Ochiltree County","TX",NA,"48","357",133286.312756538,145179.321944348,0.0892290359140913
"Perry County","AR","Little Rock-North Little Rock-Conway, AR","05","105",104404.361019956,137461.849984533,0.316629388290189
"Franklin County","IA",NA,"19","069",105510.9788867,137978.129626683,0.307713482355679
"Carroll County","MS","Greenwood, MS","28","015",125333.551187608,175533.183175117,0.40052828242589
"Keokuk County","IA",NA,"19","107",98806.48688146,125085.545218498,0.265964909455441
"Lewis County","MO","Quincy, IL-MO","29","111",119524.603249807,159737.871060477,0.336443432710029
"Jackson County","MN",NA,"27","063",133540.495512746,176921.393372365,0.324852006075404
"Pulaski County","GA",NA,"13","235",94062.9364963635,135355.111067181,0.438984536405725
"Marshall County","KS",NA,"20","117",79820.4928521208,116421.349330551,0.458539595166856
"Sabine County","TX",NA,"48","403",136482.002818931,182009.967561478,0.333582185212714
"Calhoun County","IA",NA,"19","025",92010.9204630713,123944.802037533,0.347066211420831
"West Carroll Parish","LA",NA,"22","123",114459.691071403,131238.34390272,0.146590058685813
"Tunica County","MS","Memphis, TN-MS-AR","28","143",90071.6140943208,115723.03617575,0.284789190682955
"Montgomery County","MS",NA,"28","097",81381.1981112882,114098.948960786,0.402030832782246
"Yuma County","CO",NA,"08","125",174571.289491017,234605.512480798,0.343895168356821
"Webster County","MS","Starkville, MS","28","155",107613.712861275,153126.195346457,0.422924563004826
"Scott County","AR",NA,"05","127",100208.00178817,140613.6007793,0.403217290736357
"Grundy County","MO",NA,"29","079",62526.374213276,78140.483332278,0.249720367052511
"Zavala County","TX",NA,"48","507",67252.7600952463,83407.4693469466,0.240208866205956
"Runnels County","TX",NA,"48","399",87607.543477421,112560.18186744,0.284822943317087
"Martin County","IN",NA,"18","101",106790.075543234,163047.616763837,0.526804957618248
"Lanier County","GA","Valdosta, GA","13","173",115550.804770451,166550.260013332,0.441359585025782
"Parmer County","TX",NA,"48","369",102381.389224742,138529.636774479,0.35307439978555
"Switzerland County","IN",NA,"18","155",135899.080751885,198998.272764694,0.464309189316829
"Sac County","IA",NA,"19","161",100769.857144397,143553.659989479,0.42456945020549
"Swift County","MN",NA,"27","151",115217.659092972,150573.18445105,0.306858563491107
"McLean County","ND",NA,"38","055",154789.67244366,177320.68517644,0.145558888891505
"Marion County","TX",NA,"48","315",120696.371248659,143997.805795663,0.193058285894924
"Clarke County","IA",NA,"19","039",115907.189872215,153917.80729115,0.327940117095766
"Rock County","MN",NA,"27","133",178152.25049677,228320.759419299,0.281604688027441
"Mountrail County","ND",NA,"38","061",165559.862453771,207879.978907633,0.25561821462421
"Caldwell Parish","LA",NA,"22","021",105231.949929968,123139.191436935,0.170169245356413
"Stevens County","MN",NA,"27","149",149026.004105591,174557.238751194,0.171320668488922
"Cumberland County","VA",NA,"51","049",162407.186843313,232007.337863074,0.42855339331079
"Linn County","KS","Kansas City, MO-KS","20","107",100840.382008207,141044.681524935,0.398692455503157
"Valdez Cordova Borough","AK",NA,"02","261",273327.810810092,332749.648588462,0.217401359935732
"Wilkes County","GA",NA,"13","317",77657.4212544576,118010.10031011,0.51962424715894
"Grand County","UT",NA,"49","019",357699.716977761,580847.721888516,0.623841715045664
"Humboldt County","IA",NA,"19","091",119350.752029709,153599.679110041,0.286960295581601
"Yellow Medicine County","MN",NA,"27","173",110304.519507368,152982.622902545,0.386911647734676
"Irwin County","GA",NA,"13","155",78891.4630557744,111456.617766799,0.41278426650552
"Iron County","MO",NA,"29","093",85258.8968017726,133185.662121926,0.562132130698143
"Wayne County","NE",NA,"31","179",150184.496133542,200436.546809904,0.334602119193968
"McCormick County","SC",NA,"45","065",215378.493166295,320029.976931724,0.485895700294584
"Cheyenne County","NE",NA,"31","033",94824.8566117144,132399.433564495,0.396252399374985
"Latimer County","OK",NA,"40","077",89560.7431045853,129884.909080462,0.450243762814567
"Chattahoochee County","GA","Columbus, GA-AL","13","053",92603.8753639789,118173.356926675,0.276116754965114
"Brown County","KS",NA,"20","013",74807.159653326,110287.554800787,0.4742914356311
"Jones County","NC","New Bern, NC","37","103",85351.3645052507,124675.95316437,0.460737668191585
"Benewah County","ID",NA,"16","009",191953.459718137,342370.44621575,0.783611750048599
"Brewster County","TX",NA,"48","043",176889.618032249,243785.318526893,0.378177652475045
"Nowata County","OK",NA,"40","105",87711.0938503251,126471.008229111,0.441904355279476
"Rice County","KS",NA,"20","159",67951.7098045122,89275.9156385049,0.313814117339203
"Howard County","IA",NA,"19","089",113047.443687364,152752.453605037,0.351224305677161
"Emmet County","IA",NA,"19","063",94759.6545581604,115247.101269001,0.216204320355199
"Clear Creek County","CO","Denver-Aurora-Lakewood, CO","08","019",373581.227830716,552519.776896014,0.478981639694115
"Beaverhead County","MT",NA,"30","001",215663.614574788,337305.834907953,0.56403682453807
"Deer Lodge County","MT",NA,"30","023",126421.470142404,226246.654484847,0.78962208104365
"Hamilton County","NE",NA,"31","081",178256.262107789,236776.728532751,0.328294028680884
"Clinton County","KY",NA,"21","053",91741.2642918829,132713.507651555,0.446606482654466
"Pipestone County","MN",NA,"27","117",118095.881006807,149295.050847211,0.264185080583856
"Charles Mix County","SD",NA,"46","023",146124.596792221,209546.316411489,0.434024941806682
"Jasper County","IL",NA,"17","079",98768.3431195507,139304.633434728,0.410417842750601
"Johnson County","GA","Dublin, GA","13","167",79740.5080585232,106151.401637391,0.331210500433281
"Pratt County","KS",NA,"20","151",76750.4785999482,97835.8539326806,0.274726304218077
"Saint Clair County","MO",NA,"29","185",102953.854415341,162897.634828561,0.582239302779208
"Kemper County","MS","Meridian, MS","28","069",92420.0441043087,125811.412690884,0.361300071972359
"White Pine County","NV",NA,"32","033",122147.324697805,172451.048910061,0.411828292897199
"Forest County","WI",NA,"55","041",136747.286988658,183655.02015673,0.343024963792974
"McLean County","KY","Owensboro, KY","21","149",88201.2239098282,115990.665705703,0.315068664175057
"Somervell County","TX",NA,"48","425",241855.485710425,354055.621891137,0.463913960235947
"Montmorency County","MI",NA,"26","119",119089.247903026,152301.24361593,0.27888324343058
"Stephens County","TX",NA,"48","429",117193.346373663,167810.408541659,0.431910716215974
"Catahoula Parish","LA",NA,"22","025",102668.271414077,107854.155738152,0.0505110707782322
"Claiborne County","MS",NA,"28","021",110420.689898117,129923.601446007,0.176623706715519
"Seminole County","GA",NA,"13","253",84125.8601452084,115218.736156075,0.369599501950982
"Terrell County","GA","Albany, GA","13","273",63140.5303387704,88467.7007134892,0.401123814431552
"Marshall County","MN",NA,"27","089",150677.962637493,196621.467106338,0.304911903935005
"Davis County","IA",NA,"19","051",142954.469863455,185528.260566588,0.297813637753329
"Hancock County","KY","Owensboro, KY","21","091",117965.362085437,155221.942893517,0.315826443876774
"Cloud County","KS",NA,"20","029",61737.3026223388,84694.8543042505,0.371858677116949
"Cuming County","NE",NA,"31","039",148086.597132292,210490.743460136,0.421403067774567
"Dawson County","MT",NA,"30","021",167511.104660408,205160.780920543,0.224759285878154
"Crittenden County","KY",NA,"21","055",75092.2067002213,92704.6454326413,0.234544162521836
"Palo Alto County","IA",NA,"19","147",106242.357533302,137693.154093486,0.296028790120979
"Livingston County","KY","Paducah, KY-IL","21","139",87847.6841861892,117290.905253982,0.335162176903715
"Phelps County","NE",NA,"31","137",142945.40481422,182795.371299675,0.278777527247184
"Wilkinson County","GA",NA,"13","319",76011.4763457886,113629.571107547,0.494900198894016
"Stillwater County","MT","Billings, MT","30","095",256303.847234434,413510.920988681,0.61336213034077
"Alger County","MI",NA,"26","003",140462.049350762,173181.475289053,0.232941396551779
"Mitchell County","TX",NA,"48","335",81912.0059749519,103600.929690302,0.264783207994956
"Richmond County","VA",NA,"51","159",157793.727332596,203716.775825956,0.291032154887648
"Oregon County","MO",NA,"29","149",106644.320936926,145391.797722271,0.363333710083474
"Turner County","GA",NA,"13","287",81261.350035104,116969.191374904,0.439419740434717
"Caldwell County","MO","Kansas City, MO-KS","29","025",132522.262080037,187212.005178639,0.412683440806132
"Wilcox County","GA",NA,"13","315",77338.5778487379,107843.706089603,0.394436115705783
"Dimmit County","TX",NA,"48","127",95242.0555479108,111591.132330679,0.17165816811402
"Lee County","AR",NA,"05","077",66646.0260793447,86152.7445517279,0.292691396920797
"Greene County","IA",NA,"19","073",94986.296504996,135103.219415955,0.422344321097399
"Sublette County","WY",NA,"56","035",277323.291854257,350482.797692114,0.26380584677433
"Blaine County","OK",NA,"40","011",70213.0358103725,89285.4841287002,0.271636856293146
"Monona County","IA",NA,"19","133",95023.2232333561,130899.062613043,0.377548120963903
"Woods County","OK",NA,"40","151",84661.5961584669,103166.16138758,0.218570946790052
"Modoc County","CA",NA,"06","049",132676.218259707,176794.432598832,0.332525413505275
"Clearwater County","ID",NA,"16","035",160065.992776324,277563.668402252,0.734057706999129
"Wilson County","KS",NA,"20","205",60382.9443446169,78389.0638862467,0.298198766838288
"Wilkinson County","MS",NA,"28","157",100956.49414497,124921.052604751,0.237375105611029
"Perry County","AL",NA,"01","105",87477.1288290006,120990.421763823,0.383109201038526
"Montgomery County","GA","Vidalia, GA","13","209",114742.698535989,159524.249731089,0.390278002578567
"Lyon County","KY",NA,"21","143",103239.473156665,136266.355925898,0.319905572543123
"Gallatin County","KY","Cincinnati, OH-KY-IN","21","077",123859.409695815,184233.649536417,0.487441688837972
"Jenkins County","GA",NA,"13","165",66536.5398214675,113266.688095742,0.702323090435146
"Benton County","IN","Lafayette-West Lafayette, IN","18","007",98679.5747468518,148961.651073284,0.509548976628889
"Ritchie County","WV",NA,"54","085",82528.0620114503,109255.783449799,0.323862220763656
"Quay County","NM",NA,"35","037",64623.5440889765,86330.1927227418,0.335893813002249
"Ozark County","MO",NA,"29","153",132856.120359531,204879.996398581,0.542119368262001
"Hancock County","GA","Milledgeville, GA","13","141",112664.857043417,175616.112225812,0.558747925789631
"Lucas County","IA",NA,"19","117",104561.857806066,147682.149533574,0.412390260007478
"Monroe County","MO",NA,"29","137",131017.976986153,173350.478414033,0.323104526582288
"Turner County","SD","Sioux Falls, SD","46","125",170926.205511604,254232.246361312,0.487380156836464
"Archer County","TX","Wichita Falls, TX","48","009",149883.434187448,203955.328760832,0.360759645430595
"Platte County","WY",NA,"56","031",201766.542056076,254675.692813804,0.262229556092717
"Carroll County","MO",NA,"29","033",90690.1505403361,121635.79869556,0.341223914293324
"Mathews County","VA","Virginia Beach-Norfolk-Newport News, VA-NC","51","115",255166.826289755,312587.71240365,0.225032724468229
"Montgomery County","AR",NA,"05","097",115327.626327108,163881.284756288,0.421006310244038
"Clearwater County","MN",NA,"27","029",154167.499881714,202058.471944248,0.310642464198219
"Sitka Borough","AK",NA,"02","220",472884.871910969,579656.037723013,0.225786808067199
"Kiowa County","OK",NA,"40","075",42919.3727572086,61259.5808678017,0.427317710683755
"Trimble County","KY",NA,"21","223",133927.271006034,185042.226717054,0.38166204184596
"Madison County","MT",NA,"30","057",395713.961735491,672334.632069321,0.699041977494678
"Jack County","TX",NA,"48","237",136894.487596861,189607.074749959,0.385059969020308
"Rosebud County","MT",NA,"30","087",142292.355798992,215347.415048823,0.51341520659783
"Johnson County","WY",NA,"56","019",260269.697851479,361279.046259881,0.388094923236288
"Maries County","MO",NA,"29","125",154554.861512143,200129.795975293,0.294878685906423
"Knox County","NE",NA,"31","107",103392.74260558,142970.71634816,0.382792570785753
"Warren County","IN","Lafayette-West Lafayette, IN","18","171",132376.660907436,196070.429158549,0.481155573909296
"Hickory County","MO",NA,"29","085",106620.933864783,164977.324339203,0.547325823917724
"Daviess County","MO",NA,"29","061",139466.485841338,208341.967453869,0.493849695839376
"Webster County","WV",NA,"54","101",47187.6064084933,67973.2111853763,0.440488644347551
"Mercer County","ND",NA,"38","057",179959.481093303,183655.881078219,0.0205401791695521
"Cedar County","NE",NA,"31","027",146339.771402518,195559.288182141,0.336337253419922
"Tyler County","WV",NA,"54","095",76302.7008492213,99787.1135029746,0.307779572575811
"Bracken County","KY","Cincinnati, OH-KY-IN","21","023",103082.81265783,158772.823556708,0.540245356747633
"Dawes County","NE",NA,"31","045",127292.163177753,161005.423831941,0.264849459798326
"Coffey County","KS",NA,"20","031",103533.298840107,143597.241523692,0.386966735653406
"Custer County","SD",NA,"46","033",265407.785521029,417770.667356038,0.574070883172854
"Butler County","NE",NA,"31","023",133856.978282296,183608.497335085,0.371676693223015
"Lafayette County","FL",NA,"12","067",149727.8409731,240794.163685747,0.608212354634889
"Perry County","TN",NA,"47","135",103426.580345041,159556.17594818,0.542699907662867
"Keith County","NE",NA,"31","101",138013.94042522,194725.721782777,0.410913427895969
"Prairie County","AR",NA,"05","117",91083.2023011061,121760.988160641,0.336810576313726
"Allendale County","SC",NA,"45","005",49779.7588587499,64848.1612865345,0.302701394567644
"Atkinson County","GA","Douglas, GA","13","003",76558.1230245424,108447.509746402,0.41653825174941
"Choctaw County","MS",NA,"28","019",86741.4159610992,118179.786688884,0.362437831795183
"Baraga County","MI",NA,"26","013",111236.936414874,141405.950686737,0.271213998193404
"Franklin City","VA","Virginia Beach-Norfolk-Newport News, VA-NC","51","620",127865.71880807,178837.89476501,0.398638324893399
"Houston County","TN",NA,"47","083",121819.337030018,189742.826144833,0.557575593258058
"Harrison County","MO",NA,"29","081",73102.4837046685,107046.383064964,0.464333051903233
"Murray County","MN",NA,"27","101",151149.437614429,198751.378540965,0.314932967517653
"Hamilton County","TX",NA,"48","193",126421.425109472,201011.689721263,0.59001284431972
"Oscoda County","MI",NA,"26","135",81255.8854634418,105462.154692242,0.297901734634238
"Clay County","WV","Charleston, WV","54","015",68830.4092664459,100974.833215705,0.467009048643408
"Lake County","OR",NA,"41","037",104296.602279474,167478.506903996,0.605790632136031
"Graham County","NC",NA,"37","075",144014.889020839,214747.18666746,0.49114572894186
